Player,Squad,Pos,Age,Min,Gls,Ast,xG,xAG,Tkl,Int,Clr,Cmp%,PrgP,PrgC,PrgR_stats_possession,SoT,Sh,KP,Touches,attack_score,defend_score,passing_score,movement_score,role,cluster
Theo Bair,Auxerre,FW,24.0,939,2,1,3.0,1.2,4,3,10,62.0,16,15,42,13,26,10,306,72.5,29.0,59.8,137.1,FW,0
Stefan Bajcetic,Las Palmas,"MF,DF",19.0,969,1,0,0.3,0.2,29,15,26,71.8,39,8,9,2,5,7,570,19.6,127.0,96.28,87.0,DF,3
Cédric Bakambu,Betis,FW,33.0,710,2,2,3.2,0.6,6,0,5,66.7,14,9,43,11,24,8,226,61.9,19.5,54.47,122.1,FW,0
Mitchel Bakker,Lille,"FW,DF",24.0,1139,3,2,3.0,2.7,23,12,15,77.8,57,43,120,10,23,23,758,96.0,92.5,170.38,380.3,DF,4
Ridle Baku,Wolfsburg,"FW,MF",26.0,1170,2,1,1.5,1.3,23,15,15,74.1,44,16,78,6,18,13,646,52.0,98.5,121.81,244.6,MF,3
Ridle Baku,RB Leipzig,"DF,MF",26.0,1275,2,3,1.4,1.5,24,9,45,75.2,41,21,97,5,17,14,796,54.3,133.5,124.02,305.1,DF,3
Dilane Bakwa,Strasbourg,"MF,DF",21.0,2497,6,8,4.7,6.6,26,15,27,72.9,129,107,249,22,52,47,1420,219.4,122.5,379.59,800.5,DF,2
Tommaso Baldanzi,Roma,"MF,FW",21.0,832,1,1,1.4,1.0,12,6,8,84.0,23,39,57,4,20,10,472,70.8,48.0,75.4,219.7,MF,0
Alejandro Balde,Barcelona,DF,20.0,2284,0,4,0.5,3.4,18,5,27,88.0,93,107,246,3,12,26,1721,124.5,86.5,256.0,824.6,DF,2
Keita Baldé,Monza,FW,29.0,638,2,0,1.1,0.2,1,2,0,89.2,35,19,29,5,14,4,289,48.7,6.0,85.52,115.4,FW,0
Carlos Baleba,Brighton,MF,20.0,2661,3,1,3.1,1.3,79,46,44,87.4,118,43,29,11,44,21,1697,118.7,316.0,283.14,292.20000000000005,MF,1
Leonardo Balerdi,Marseille,DF,25.0,2273,0,0,0.9,0.7,54,38,72,93.8,105,13,5,1,15,8,2767,31.3,292.0,233.48,306.2,DF,1
Iván Balliu,Rayo Vallecano,DF,32.0,1200,0,0,0.0,0.5,17,13,39,75.8,46,8,21,0,1,7,762,9.0,118.5,111.58,130.2,DF,3
Fodé Ballo-Touré,Le Havre,"DF,MF",27.0,589,0,0,0.0,0.1,8,4,27,83.3,13,15,14,0,0,1,377,15.0,64.5,36.13,88.2,DF,0
Botond Balogh,Parma,DF,22.0,2053,0,1,0.4,0.1,36,25,141,89.3,37,7,1,0,3,2,1228,10.8,333.5,89.23,135.3,DF,1
Folarin Balogun,Monaco,FW,23.0,615,4,0,4.8,0.9,1,1,0,68.0,9,21,73,10,31,6,220,88.6,4.0,36.5,199.5,FW,0
Abdoulaye Bamba,Angers,DF,34.0,1510,0,0,0.1,0.3,22,19,79,88.5,16,1,3,0,1,6,743,2.2,200.5,50.75,81.8,DF,3
Jonathan Bamba,Celta Vigo,"FW,MF",28.0,811,0,1,0.8,1.8,12,5,6,78.8,30,31,71,6,13,12,468,54.6,43.0,94.28,235.3,MF,3
Lameck Banda,Lecce,"FW,MF",23.0,610,0,1,1.2,1.1,8,2,8,77.2,7,27,46,4,17,11,252,52.4,32.0,44.52,157.7,MF,0
Daniel Bandeira,Hellas Verona,MF,24.0,407,0,0,0.0,0.1,4,6,8,82.6,25,1,4,1,2,3,266,4.5,32.0,63.06,36.1,MF,0
Mattia Bani,Genoa,DF,30.0,1507,0,0,1.2,0.2,19,22,85,87.4,25,6,3,3,8,2,1048,20.9,209.5,62.34,119.8,DF,3
Noahkai Banks,Augsburg,DF,17.0,278,0,0,0.1,0.0,11,5,28,92.9,8,2,3,0,1,0,229,3.2,74.0,25.29,31.9,DF,0
Scott Banks,St. Pauli,"FW,MF",22.0,116,0,0,0.3,0.0,1,2,2,63.6,1,3,8,0,3,0,48,6.6,9.0,8.36,25.3,MF,0
Federico Barba,Como,DF,30.0,431,0,0,0.2,0.0,2,4,15,88.4,25,5,5,1,2,0,320,8.9,34.5,58.84,49.5,DF,0
Valentín Barco,Sevilla,"DF,FW",20.0,288,0,0,0.3,0.6,15,2,5,72.8,13,4,13,0,7,6,236,11.6,41.5,44.08,55.6,DF,0
Valentín Barco,Strasbourg,"MF,DF",20.0,1157,0,2,0.5,1.5,36,13,28,82.9,64,20,55,1,10,8,928,32.5,140.0,158.79,232.8,DF,3
Bradley Barcola,Paris S-G,FW,21.0,2181,14,10,13.4,10.1,27,19,12,81.7,96,137,374,38,74,50,1278,336.8,110.0,335.47,1081.3,FW,2
Melvin Bard,Nice,"DF,MF",23.0,1938,2,1,2.2,1.9,53,29,60,77.4,88,53,95,8,23,15,1436,98.4,254.0,214.94,413.1,DF,1
Nicolò Barella,Inter,MF,27.0,2456,3,6,2.2,4.5,50,12,16,82.1,235,63,133,9,42,55,2064,131.9,148.0,592.21,566.9,MF,5
Kike Barja,Osasuna,"FW,MF",27.0,315,0,1,0.2,1.2,5,3,4,64.9,4,22,39,1,4,10,167,27.9,22.0,36.09,127.7,MF,0
Ross Barkley,Aston Villa,MF,30.0,581,3,1,1.8,0.6,14,10,5,85.3,36,15,10,5,16,9,464,51.1,55.5,98.83,88.9,MF,0
Harvey Barnes,Newcastle Utd,FW,26.0,1755,9,4,7.2,4.0,16,6,15,78.1,83,93,192,20,63,26,810,227.4,66.5,236.81,604.5,FW,2
Enzo Barrenechea,Valencia,MF,23.0,2191,1,2,1.3,0.9,57,28,48,86.5,126,21,16,3,16,15,1601,47.1,242.0,291.85,223.6,MF,1
Ander Barrenetxea,Real Sociedad,"MF,FW",22.0,1263,1,3,1.6,1.9,26,11,16,70.9,48,43,152,8,25,16,751,86.2,98.0,141.79000000000002,443.6,MF,4
Pablo Barrios,Atlético Madrid,MF,21.0,2330,1,4,1.3,2.4,46,34,33,86.0,142,29,69,8,29,26,1784,75.6,209.5,350.8,359.9,MF,5
Thierno Barry,Villarreal,FW,21.0,2323,11,4,12.5,2.9,11,0,19,62.0,27,44,124,24,71,23,624,209.0,50.5,115.4,376.4,FW,4
Davide Bartesaghi,Milan,DF,18.0,118,0,0,0.0,0.1,4,3,1,85.5,2,2,17,1,1,2,89,4.5,15.5,15.85,45.9,DF,0
Marc Bartra,Betis,DF,33.0,2099,2,1,1.2,0.2,33,33,148,81.3,68,7,1,5,18,4,1483,40.9,354.0,153.73,160.8,DF,1
Federico Baschirotto,Lecce,DF,27.0,3420,2,0,1.2,0.2,37,23,237,86.2,71,13,5,8,22,4,2043,55.4,475.5,157.22,233.8,DF,1
Calvin Bassey,Fulham,DF,24.0,3074,1,0,1.0,0.1,54,20,118,89.7,116,39,15,4,14,3,2463,64.0,325.0,245.77,334.8,DF,1
Alessandro Bastoni,Inter,DF,25.0,2333,1,5,0.8,2.3,46,21,52,88.4,162,62,83,2,12,27,2446,81.6,212.0,395.24,503.6,DF,5
Augusto Batalla,Rayo Vallecano,GK,28.0,2880,0,0,0.0,0.0,4,0,15,66.6,2,0,0,0,0,1,1260,0.0,30.5,12.16,126.0,GK,0
Michy Batshuayi,Eint Frankfurt,FW,30.0,300,3,0,1.2,0.0,1,1,0,80.3,8,3,15,3,5,1,101,23.9,4.0,25.53,44.6,FW,0
Dylan Batubinsika,Saint-Étienne,DF,28.0,2016,1,0,0.8,0.2,26,39,140,91.4,51,11,1,2,7,4,1476,25.6,340.0,117.74,166.1,DF,1
Maximilian Bauer,Augsburg,DF,24.0,658,0,0,0.2,0.1,14,6,35,80.9,30,4,7,1,1,2,422,6.9,92.5,71.39,62.2,DF,0
Oliver Baumann,Hoffenheim,GK,34.0,2520,0,0,0.0,1.0,2,0,15,69.1,1,0,0,0,0,3,1147,0.0,26.5,16.41,114.7,GK,0
Christoph Baumgartner,RB Leipzig,MF,24.0,1610,2,1,4.5,1.3,44,12,24,68.2,53,37,95,15,39,20,910,113.5,148.0,149.72,336.5,MF,4
Rafael Bauza,Espanyol,MF,19.0,183,0,0,0.1,0.0,5,0,5,85.2,7,1,3,0,3,0,74,4.2,17.5,22.520000000000003,14.9,MF,0
Altay Bayındır,Manchester Utd,GK,26.0,360,0,0,0.0,0.0,0,0,9,60.5,0,0,0,0,0,0,168,0.0,13.5,6.050000000000001,16.8,GK,0
Adrian Beck,Heidenheim,"MF,FW",27.0,1598,4,1,3.3,1.2,36,9,17,80.1,69,37,83,13,39,21,962,114.1,115.5,184.11,317.7,MF,4
Sheraldo Becker,Real Sociedad,"FW,MF",29.0,995,2,1,2.0,2.0,3,1,10,63.9,23,51,110,13,22,8,384,102.5,23.0,73.39,334.9,MF,4
Timo Becker,Holstein Kiel,DF,27.0,2445,0,2,1.4,0.8,53,17,110,77.4,57,28,38,4,17,6,1325,53.8,305.0,139.14,250.5,DF,1
Jan Bednarek,Southampton,DF,28.0,2531,2,0,0.7,0.5,36,56,190,92.7,60,5,2,2,5,5,2049,20.4,469.0,138.27,216.4,DF,1
Donny van de Beek,Girona,MF,27.0,1421,2,2,1.5,3.2,29,10,12,81.7,45,17,85,5,18,18,580,51.5,96.0,140.77,253.5,MF,3
Kevin Behrens,Wolfsburg,FW,33.0,170,1,0,2.3,0.1,1,1,2,60.8,4,2,18,3,9,2,106,23.1,7.0,17.380000000000003,49.6,FW,0
Maximilian Beier,Dortmund,"FW,MF",21.0,1591,8,5,7.7,3.3,25,7,14,70.5,33,24,124,13,42,24,618,124.9,85.0,133.95,345.8,MF,4
Reda Belahyane,Hellas Verona,MF,20.0,1658,0,2,0.2,1.0,36,10,22,83.7,73,22,13,2,6,16,884,31.4,125.0,187.37,147.4,MF,3
Reda Belahyane,Lazio,MF,20.0,198,0,0,0.0,0.0,8,1,5,90.4,10,4,1,0,0,0,118,4.0,25.5,29.04,19.8,MF,0
Haris Belkebla,Angers,MF,30.0,1792,0,1,0.1,0.9,56,35,46,87.6,69,8,15,0,3,5,1064,11.2,251.0,159.95999999999998,148.4,MF,3
Yassin Belkhdim,Angers,MF,22.0,1523,1,1,0.8,0.6,53,21,41,80.9,37,17,31,5,9,5,702,38.1,209.5,94.39,157.7,MF,3
Stefan Bell,Mainz 05,DF,32.0,1436,0,1,0.8,1.0,22,28,107,78.6,38,8,5,3,12,5,952,26.1,260.5,97.36,117.2,DF,3
Armel Bella Kotchap,Southampton,DF,22.0,331,0,0,0.3,0.0,7,5,21,90.2,5,0,0,0,1,0,263,1.6,55.5,19.020000000000003,26.3,DF,0
Raoul Bellanova,Atalanta,DF,24.0,2402,0,9,1.1,4.7,24,18,45,77.3,87,83,191,5,18,34,1469,110.7,151.5,273.83,653.4,DF,5
Jean-Ricner Bellegarde,Wolves,"MF,FW",26.0,1677,2,7,1.5,3.8,39,10,18,79.3,43,52,89,5,22,27,843,90.5,125.0,166.83,340.3,MF,4
Héctor Bellerín,Betis,DF,29.0,580,0,2,0.2,2.0,13,6,21,82.3,24,3,22,1,1,8,384,5.9,69.5,80.23,86.9,DF,0
Jude Bellingham,Real Madrid,MF,21.0,2488,9,8,11.4,3.9,61,28,23,86.1,199,74,143,22,60,42,1881,216.8,212.5,505.31,585.1,MF,5
Andrea Belotti,Como,FW,30.0,593,2,0,2.5,0.4,7,1,8,75.0,9,9,33,3,19,7,185,43.5,28.0,37.2,98.0,FW,0
Fran Beltrán,Celta Vigo,MF,25.0,2421,2,1,1.0,1.8,50,26,34,88.6,152,28,29,4,23,15,1711,65.0,203.0,343.76,271.1,MF,5
Lucas Beltrán,Fiorentina,"FW,MF",23.0,1864,5,4,5.4,3.0,23,5,14,77.7,64,23,94,6,26,29,791,83.8,77.0,200.27,301.6,MF,4
Eliesse Ben Seghir,Monaco,"MF,FW",19.0,1750,6,3,5.5,5.2,31,13,4,79.3,122,85,170,19,58,33,1244,200.5,94.0,326.03000000000003,591.9,MF,2
Carlos Benavídez,Alavés,MF,26.0,487,1,1,0.3,0.6,19,8,14,69.4,26,4,5,2,5,3,292,15.6,75.0,68.24,45.2,MF,0
Adrian Benedyczak,Parma,"FW,MF",23.0,214,0,0,0.3,0.1,0,0,8,67.3,3,3,12,0,3,2,79,6.6,12.0,16.03,36.4,MF,0
László Bénes,Union Berlin,"MF,FW",26.0,589,2,1,0.9,1.0,2,3,9,67.6,28,6,34,7,19,19,400,43.3,23.5,97.26,117.0,MF,0
Ismaël Bennacer,Milan,MF,26.0,300,0,0,0.1,0.1,5,3,1,89.1,23,8,12,2,3,4,249,14.2,17.5,61.21,60.900000000000006,MF,0
Ismaël Bennacer,Marseille,MF,26.0,646,0,2,0.1,1.8,21,10,2,91.0,72,14,8,0,3,13,870,17.2,65.0,184.0,124.0,MF,3
Saïd Benrahma,Lyon,"FW,MF",28.0,735,1,3,2.0,2.1,9,3,2,72.1,32,41,109,4,17,14,447,71.0,27.0,107.51,324.2,MF,4
Ramy Bensebaini,Dortmund,DF,29.0,2022,1,6,1.3,3.2,51,33,86,86.1,128,26,58,2,20,15,1766,54.6,297.0,314.71000000000004,331.6,DF,1
Nabil Bentaleb,Lille,MF,29.0,329,1,0,0.7,0.0,4,5,7,86.1,23,2,5,1,5,1,277,12.9,28.5,56.11,40.7,MF,0
Rodrigo Bentancur,Tottenham,MF,27.0,1645,2,0,1.3,0.4,40,40,38,87.9,100,28,34,5,22,10,1302,66.1,217.0,224.99,240.2,MF,3
Daniel Bentley,Wolves,GK,31.0,180,0,0,0.0,0.0,0,0,1,75.4,0,0,0,0,0,0,69,0.0,1.5,7.540000000000001,6.9,GK,0
Lucas Beraldo,Paris S-G,DF,20.0,2011,1,0,0.9,0.4,38,21,63,94.4,131,9,0,4,12,8,2314,31.8,212.5,284.64,244.9,DF,1
Yuri Berchiche,Athletic Club,DF,34.0,2044,0,2,0.6,2.2,33,27,72,84.0,161,43,66,4,16,18,1631,66.2,228.0,370.0,359.6,DF,5
Álex Berenguer,Athletic Club,"FW,MF",29.0,2339,6,7,6.8,5.0,32,10,18,65.8,78,65,216,18,51,46,1250,174.6,111.0,267.58000000000004,654.5,MF,2
Sander Berge,Fulham,MF,26.0,2224,0,0,0.4,0.6,50,21,38,91.5,124,29,9,1,3,18,1384,34.3,199.0,285.95,199.9,MF,3
Lucas Bergvall,Tottenham,MF,18.0,1212,0,1,0.7,0.6,39,24,22,87.4,49,33,31,2,12,11,885,49.4,159.0,128.04,200.0,MF,3
Medon Berisha,Lecce,MF,20.0,716,0,1,0.7,0.6,12,11,5,78.0,42,13,17,6,24,11,486,47.4,53.5,113.1,102.1,MF,0
Mergim Berisha,Hoffenheim,"FW,MF",26.0,333,1,1,1.0,1.0,3,0,3,69.6,7,2,18,3,11,3,93,22.5,10.5,31.46,48.3,MF,0
Adrian Bernabe,Parma,MF,23.0,1453,1,1,1.3,1.1,29,7,26,83.6,115,37,20,5,27,22,1140,77.1,111.0,277.66,209.5,MF,3
Marc Bernal,Barcelona,MF,17.0,242,0,0,0.1,0.0,8,1,4,92.5,8,0,2,1,2,1,184,3.7,24.0,26.75,22.4,MF,0
Bernardo,Bochum,DF,29.0,1782,0,0,0.7,0.7,46,26,103,73.7,100,14,14,2,8,4,1249,26.4,298.5,215.47,173.9,DF,1
Juan Bernat,Villarreal,"DF,MF",31.0,212,0,1,0.3,0.4,9,1,4,77.7,8,4,23,1,2,4,160,8.1,26.0,33.97,68.0,DF,0
Juan Bernat,Getafe,"MF,DF",31.0,699,0,1,0.1,0.7,19,2,12,71.7,14,2,36,0,4,7,291,6.2,60.0,50.77,104.1,DF,0
Maxime Bernauer,Saint-Étienne,DF,26.0,763,0,0,0.1,0.0,9,5,44,88.1,41,7,0,0,2,1,541,9.2,94.0,92.31,64.6,DF,0
Antoine Bernede,Hellas Verona,MF,25.0,594,1,0,0.8,0.5,15,5,3,73.6,29,7,22,2,4,10,297,18.6,44.5,81.86,84.2,MF,0
Alexander Bernhardsson,Holstein Kiel,"FW,MF",25.0,1263,7,2,4.1,1.3,29,5,25,60.5,33,25,72,14,27,17,520,102.2,105.5,107.45,233.5,MF,4
Victor Bernth Kristiansen,Leicester City,DF,21.0,2482,0,1,0.3,1.4,87,42,75,77.4,70,40,78,0,3,18,1614,43.6,370.5,181.94,377.4,DF,1
Matúš Bero,Bochum,MF,28.0,2565,5,2,4.0,3.7,65,17,35,67.9,143,29,111,12,31,54,1619,101.0,216.5,390.89,427.4,MF,5
Juan Berrocal,Getafe,DF,25.0,1063,0,0,0.4,0.0,14,15,59,76.1,25,1,1,0,4,1,498,5.8,146.5,59.11,53.3,DF,0
Dimitry Bertaud,Montpellier,GK,26.0,360,0,0,0.0,0.0,0,0,2,71.9,0,0,0,0,0,0,122,0.0,3.0,7.190000000000001,12.2,GK,0
Jan-Niklas Beste,Freiburg,"FW,MF",25.0,212,0,1,0.9,0.4,2,1,7,74.5,8,5,20,2,6,3,136,15.8,16.5,32.15,61.1,MF,0
Beto,Everton,FW,26.0,1534,8,0,8.2,1.2,14,4,24,58.2,16,15,77,23,49,12,520,138.9,72.0,59.42,228.5,FW,4
Sam Beukema,Bologna,DF,25.0,3012,0,1,1.5,0.9,54,30,111,86.4,153,27,9,4,15,10,2419,51.0,334.5,335.34,300.4,DF,1
Alessandro Bianco,Monza,MF,21.0,2600,1,0,1.3,1.2,51,22,53,86.2,125,35,24,6,26,18,1818,75.6,225.5,289.22,282.3,MF,1
Mika Biereth,Monaco,FW,21.0,1228,13,2,11.3,4.5,5,4,7,61.8,24,14,110,22,40,22,382,148.6,28.5,106.68,279.2,FW,4
Jaka Bijol,Udinese,DF,25.0,2963,1,0,2.0,0.6,43,38,182,83.6,98,22,10,6,19,12,2083,57.0,435.0,224.16000000000005,261.3,DF,1
El Bilal Touré,Stuttgart,"FW,MF",22.0,356,2,1,1.6,1.1,4,0,1,78.1,7,6,25,4,14,7,137,35.2,9.5,38.61,72.7,MF,0
Philip Billing,Bournemouth,MF,28.0,184,0,0,0.6,1.1,14,5,2,68.6,15,3,13,1,5,9,148,10.7,41.0,53.66,45.3,MF,0
Philip Billing,Napoli,MF,28.0,197,1,0,1.5,0.1,9,4,6,78.2,5,1,8,3,6,3,136,17.5,35.0,22.62,31.1,MF,0
Cristiano Biraghi,Torino,DF,31.0,1158,0,0,0.5,2.7,16,8,44,71.5,36,24,49,1,10,25,832,36.5,114.0,124.75,217.2,DF,3
Cristiano Biraghi,Fiorentina,DF,31.0,433,1,0,0.2,0.3,4,4,11,83.8,15,3,17,2,5,6,335,14.4,32.5,48.28,72.0,DF,0
Samuele Birindelli,Monza,"DF,MF",25.0,1468,3,0,2.1,1.4,22,10,34,75.7,35,40,100,10,16,18,757,84.2,115.0,108.77,335.7,DF,4
Tom Bischof,Hoffenheim,"MF,FW",19.0,2559,5,2,2.2,3.6,95,30,53,78.7,138,47,102,18,51,50,1951,144.4,329.5,375.67,469.6,MF,5
Yves Bissouma,Tottenham,MF,27.0,1408,2,0,0.6,0.3,49,18,40,88.6,75,15,3,4,11,6,1039,39.2,194.0,168.76000000000002,132.4,MF,3
Leonardo Bittencourt,Werder Bremen,MF,30.0,982,2,1,1.6,1.6,25,15,11,84.0,64,19,38,9,27,14,801,68.7,96.5,165.20000000000002,184.6,MF,3
Emmanuel Biumla,Angers,DF,19.0,1336,1,0,0.7,0.0,19,8,84,88.2,16,3,0,2,4,1,654,14.4,180.0,42.32,69.9,DF,3
Marco Bizot,Brest,GK,33.0,2880,0,0,0.0,0.0,2,0,33,69.1,1,0,0,0,0,0,1204,0.0,53.5,8.91,120.4,GK,0
Bjarki Bjarkason,Venezia,"DF,MF",24.0,165,0,0,0.0,0.1,3,2,4,87.6,10,6,13,0,0,1,111,6.0,16.0,30.56,46.1,DF,0
Antonio Blanco,Alavés,MF,24.0,2727,0,1,0.8,1.6,67,42,48,79.3,146,13,19,3,25,15,1543,44.1,290.0,330.23,211.8,MF,1
Ludovic Blas,Rennes,"MF,FW",26.0,2293,6,8,5.0,4.6,38,13,11,73.9,116,83,184,26,57,47,1262,207.0,118.5,347.69,618.7,MF,2
Daley Blind,Girona,DF,34.0,2780,0,2,0.5,1.6,49,32,94,88.8,272,71,61,4,10,19,2860,88.0,303.0,592.18,514.5,DF,5
Myron Boadu,Bochum,FW,23.0,1042,9,1,7.7,1.1,2,1,4,71.3,18,12,70,13,27,11,287,100.9,12.0,65.93,186.7,FW,4
Augustine Boakye,Saint-Étienne,"FW,MF",23.0,733,3,0,1.8,0.9,7,6,4,75.0,35,25,60,9,24,13,349,75.1,32.0,99.7,192.4,MF,0
Sacha Boey,Bayern Munich,DF,23.0,593,0,2,0.1,1.2,20,2,14,92.4,39,18,63,1,3,3,580,22.7,65.0,101.34,211.0,DF,3
Jeremie Boga,Nice,"MF,FW",27.0,1054,1,2,2.3,2.8,10,3,2,82.7,39,64,75,16,30,24,529,125.6,29.0,136.67,298.9,MF,4
Lamare Bogarde,Aston Villa,"DF,MF",20.0,476,0,0,0.0,0.1,14,1,13,88.2,14,12,9,1,1,2,325,14.5,49.5,40.12,68.5,DF,0
Emil Bohinen,Genoa,MF,25.0,166,0,0,0.1,0.1,4,1,6,80.2,5,6,2,0,2,3,109,8.2,19.0,22.820000000000004,23.9,MF,0
Adama Boiro,Athletic Club,"DF,FW",22.0,1101,0,0,0.3,0.5,20,12,27,79.9,46,25,36,0,5,5,627,30.6,104.5,108.99,172.2,DF,3
Willy Boly,Nott'ham Forest,DF,33.0,150,0,0,0.1,0.0,6,3,12,78.6,2,0,0,1,1,0,97,2.7,36.0,11.86,9.7,DF,0
Moïse Bombito,Nice,DF,24.0,2192,0,0,0.7,0.2,37,18,121,90.2,97,27,10,1,8,2,1673,37.9,291.5,206.62,227.8,DF,1
Warren Bondo,Monza,MF,20.0,1618,0,0,0.4,0.3,35,5,8,88.9,39,25,21,1,13,5,741,40.3,92.0,95.29,153.60000000000002,MF,3
Warren Bondo,Milan,MF,20.0,162,0,0,0.0,0.1,5,0,2,91.7,7,2,0,1,1,1,97,4.5,13.0,24.97,12.7,MF,0
Victor Boniface,Leverkusen,FW,23.0,1008,8,1,7.8,1.1,5,0,5,70.2,23,26,61,17,50,10,400,141.1,17.5,74.32,201.0,FW,4
Ange-Yoan Bonny,Parma,FW,20.0,2529,6,4,9.4,2.9,34,3,17,75.2,53,41,163,19,61,30,898,167.3,99.5,179.22,477.3,FW,4
Sebastiaan Bornauw,Wolfsburg,DF,25.0,788,2,1,1.2,0.5,9,12,36,81.8,21,3,1,3,8,1,428,23.9,96.0,56.18,49.3,DF,0
Sven Botman,Newcastle Utd,DF,24.0,412,0,0,0.5,0.5,12,5,25,89.4,7,0,0,2,5,2,304,9.0,71.5,27.44,30.4,DF,0
Saïmon Bouabré,Monaco,"MF,FW",18.0,97,0,0,0.0,0.0,1,0,0,69.0,2,3,5,0,0,0,36,3.0,2.0,10.9,18.1,MF,0
Ayyoub Bouaddi,Lille,MF,16.0,1151,0,1,0.1,1.0,50,10,12,87.7,37,11,26,1,3,5,703,15.7,138.0,96.27,138.8,MF,3
Badredine Bouanani,Nice,"MF,FW",19.0,1099,3,3,2.7,2.4,11,11,4,76.7,44,47,93,14,30,20,571,112.4,50.0,141.87,313.6,MF,4
Benjamin Bouchouari,Saint-Étienne,MF,22.0,1772,1,0,0.6,0.9,33,17,15,86.7,133,48,54,3,16,16,1233,72.7,122.5,301.37,303.3,MF,4
Hicham Boudaoui,Nice,MF,24.0,2435,2,3,2.7,3.0,76,22,45,83.2,124,54,75,18,39,22,1467,131.4,263.5,307.32,377.7000000000001,MF,5
Carlo Boukhalfa,St. Pauli,MF,25.0,1646,2,0,1.5,1.1,26,12,25,71.3,41,10,44,4,21,11,651,46.0,113.5,108.93,168.10000000000002,MF,3
Justin Bourgault,Brest,DF,18.0,122,1,0,0.1,0.1,2,0,1,73.0,4,2,12,1,2,1,83,8.7,5.5,17.1,35.3,DF,0
Edoardo Bove,Fiorentina,"MF,FW",22.0,836,1,2,0.6,1.5,24,6,8,82.0,37,12,24,2,7,11,437,26.2,72.0,109.2,109.7,MF,0
Jarrod Bowen,West Ham,"FW,MF",27.0,2973,13,8,8.6,6.8,41,16,25,71.7,91,109,212,36,86,51,1252,305.2,151.5,310.07,712.7,MF,2
Enzo Boyomo,Osasuna,DF,22.0,2987,2,0,1.5,0.9,68,44,137,87.0,111,16,7,3,12,4,1723,41.5,429.5,239.4,210.3,DF,1
Enzo Boyomo,Valladolid,DF,22.0,270,0,0,0.1,0.0,6,1,7,91.6,7,1,0,0,2,0,215,3.2,24.5,23.16,23.0,DF,0
Domagoj Bradarić,Hellas Verona,DF,24.0,1933,1,0,0.8,2.2,36,15,49,72.4,46,30,83,4,9,25,988,49.6,175.5,143.33999999999995,309.8,DF,3
Conor Bradley,Liverpool,DF,21.0,754,0,2,0.7,1.4,14,4,31,83.8,33,35,39,3,10,7,663,50.9,82.5,95.08,196.8,DF,3
Julian Brandt,Dortmund,MF,28.0,2303,5,10,4.8,8.5,26,14,13,78.8,149,61,199,15,45,61,1455,153.1,99.5,452.88,635.0,MF,5
Jarrad Branthwaite,Everton,DF,22.0,2511,0,1,1.2,0.7,36,27,191,82.1,66,10,2,3,10,3,1520,26.9,412.5,149.81,171.0,DF,1
Darko Brašanac,Leganés,MF,32.0,1617,1,2,1.8,0.4,26,16,34,75.7,43,6,53,3,12,9,672,29.1,135.0,114.27,182.2,MF,3
Lilian Brassier,Marseille,DF,24.0,779,0,0,0.2,0.0,8,9,28,85.8,40,11,8,1,5,1,732,17.9,76.0,90.08,105.7,DF,0
Lilian Brassier,Rennes,DF,24.0,1234,1,1,1.5,0.3,15,22,62,85.6,75,21,11,1,14,6,1058,42.5,167.0,171.46,159.3,DF,3
Matthias Braunöder,Como,MF,22.0,268,0,0,0.1,0.0,10,2,4,87.7,18,2,0,0,2,0,175,4.2,30.0,44.77,20.5,MF,0
Iker Bravo,Udinese,"FW,MF",19.0,682,2,1,0.9,0.4,10,1,4,81.1,18,7,39,3,13,7,294,32.3,28.0,58.81,117.9,MF,0
James Bree,Southampton,DF,26.0,1075,0,1,0.1,0.9,19,9,29,83.5,34,13,43,1,4,10,694,18.7,99.5,97.05,174.9,DF,3
Tim Breithaupt,Augsburg,MF,22.0,120,0,1,0.1,0.4,1,2,0,86.6,10,1,1,0,1,1,75,2.2,6.0,34.36,11.0,MF,0
Gleison Bremer,Juventus,DF,27.0,540,0,0,0.1,0.0,15,6,16,92.9,21,2,0,0,3,0,569,5.2,66.0,51.29,59.900000000000006,DF,0
Brenner,Udinese,"MF,FW",24.0,386,1,2,0.6,0.5,6,1,6,76.3,7,5,16,4,7,5,151,22.2,23.0,36.63,54.6,MF,0
Ben Brereton,Southampton,FW,25.0,449,0,0,0.9,0.1,3,0,4,77.1,9,12,42,1,11,3,206,26.3,12.0,30.51,122.6,FW,0
Marco Brescianini,Atalanta,MF,24.0,991,4,2,3.1,1.0,18,2,6,79.5,36,46,69,8,20,7,547,96.2,49.0,99.45,261.7,MF,4
Maximilian Breunig,Heidenheim,"FW,MF",23.0,350,2,0,3.4,0.2,4,1,3,58.0,7,5,13,2,10,4,140,30.8,14.5,26.4,47.5,MF,0
Nathan Broadhead,Ipswich Town,"MF,FW",26.0,702,2,0,1.7,0.7,9,4,5,78.1,14,20,33,8,13,7,317,54.4,33.5,48.41,127.7,MF,0
Armando Broja,Everton,FW,22.0,334,0,0,0.1,0.2,3,1,4,72.6,2,12,26,0,4,4,127,16.2,14.0,17.86,82.7,FW,0
David Brooks,Bournemouth,"FW,MF",27.0,960,2,0,2.5,1.9,14,5,9,75.4,35,35,83,12,25,20,545,89.0,51.5,113.24,273.0,MF,4
